CUST_NO,AGE,CHILDREN_CNT,CUST_START_DT,EDU_CODE,GENDER_CODE,INCOME_RANGE_CODE,WORK_MTHS,CreditCard_b,ForEx_b,Trust_b,Loan_b,cc_BuyFreq,fx_BuyFreq,ln_BuyFreq,wm_BuyFreq
SPRDS22ZHJDVEDNI,2.0,0.0,1869.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
VW_8F9GV2S7A9WNU,2.0,0.0,9452.0,2.0,1.0,3.0,1.0,2.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0
IVAVB1QWKC_4LVE8,2.0,0.0,6132.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
DAY-LIPZWPMQUGRK,2.0,0.0,2709.0,1.0,1.0,1.0,1.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0
ZYPAZTHIAPT79NXK,2.0,0.0,8933.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JUYKGQP0-3YQ5C4U,2.0,0.0,4595.0,5.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
I4MAOESLXE2R57R0,2.0,0.0,8386.0,2.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0
ZT7JKAEAGZIPJNMI,2.0,0.0,8036.0,5.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
58CSAJDAMNUXCIWC,2.0,0.0,9330.0,4.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
TCBCU0RSJWJAKBDY,2.0,0.0,7016.0,5.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IBYCJ-TKN8OSVJJU,2.0,0.0,8433.0,5.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IJKES55RGNTQFRUE,2.0,0.0,6224.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WO3QBA7WG3XQSFHO,2.0,0.0,8898.0,2.0,1.0,1.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MDJKPQXFM-GGVHCW,2.0,0.0,8087.0,6.0,1.0,1.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
MC792YYQZE-JSJ6G,2.0,0.0,6952.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
UT6BAKGYGAYWDZU8,2.0,0.0,7250.0,3.0,1.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
ZVNRTGGPTMWQJHRE,3.0,0.0,7974.0,3.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
NGQEAM0ZVZK5FOJE,2.0,0.0,7520.0,3.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4QA3UOPOLEXOUAKC,2.0,0.0,4555.0,4.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LRUYIDCQIIUBASQY,2.0,0.0,6152.0,4.0,1.0,1.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VZYRES1AW3UKH14W,2.0,0.0,7037.0,3.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
DWVPSUWL_QKDYAPQ,2.0,0.0,8227.0,6.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
3GPKQGZ-32XDQ2-0,2.0,0.0,4908.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
87PT5OFPOBH_XH8C,2.0,0.0,8024.0,5.0,0.0,1.0,1.0,11.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
9IG4DU-4LIBC-VJG,2.0,0.0,4520.0,4.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
MV5D64PA-QZC49DS,1.0,0.0,2176.0,2.0,0.0,1.0,1.0,0.0,4.0,0.0,0.0,2.0,10.0,0.0,0.0
XMW8VNQZ4CGOKDW4,2.0,0.0,7574.0,5.0,0.0,1.0,1.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LOFIM1QSTOSSF47C,2.0,0.0,7357.0,5.0,0.0,1.0,1.0,17.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
MSM0U56O5BMSDZEG,2.0,0.0,2801.0,5.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JD3IP3QVUVLYNXMI,2.0,0.0,7247.0,6.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IK1XXF8BY7S0LX6S,1.0,0.0,9240.0,3.0,0.0,1.0,1.0,0.0,8.0,0.0,0.0,0.0,2.0,0.0,0.0
CQIZOWCFTEPRDS4W,1.0,0.0,8255.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KZRZO-VQ02NMDZ7O,1.0,0.0,7306.0,3.0,0.0,1.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
I6RV3RDMUEYN4ZXO,1.0,0.0,7707.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZWTSY76SPPNRZL4W,3.0,0.0,4480.0,6.0,0.0,1.0,1.0,0.0,5.0,0.0,1.0,1.0,0.0,0.0,0.0
RO9VPWR9YWTALMD0,2.0,0.0,4905.0,4.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TA8POPO3IVZXQBHE,2.0,0.0,7336.0,5.0,0.0,1.0,1.0,13.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0
K0LKGP-UBTL6FS64,1.0,0.0,7289.0,3.0,0.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
X_REWARZ7CFRVHD8,2.0,0.0,7117.0,3.0,0.0,1.0,1.0,8.0,0.0,0.0,0.0,0.0,70.0,0.0,0.0
XHL4T3D_85SAHJ8A,2.0,2.0,6312.0,5.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KDDB-1IWWINJRZFK,1.0,0.0,7191.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AAQYRNMFHEHMVUA8,2.0,0.0,6685.0,3.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NNSHZN0ZZHVY78LQ,2.0,0.0,6098.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EGZOJZBC7IZEGXSS,2.0,0.0,8868.0,6.0,0.0,1.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
_7BRJAUOER-QNGXE,2.0,0.0,5592.0,6.0,0.0,1.0,1.0,2.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0
JHDT78SGUQGCE374,2.0,0.0,6844.0,3.0,0.0,3.0,1.0,11.0,5.0,0.0,6.0,0.0,0.0,0.0,0.0
UVGJ6F1ODJW3HYYU,2.0,0.0,7272.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7HXDWVSC14BNJKWW,1.0,0.0,9142.0,4.0,0.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
RAY0I_AJQYTC7IAA,2.0,0.0,7876.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EEQX1GZPCC3FSN4W,2.0,0.0,3829.0,3.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MJK_TVE1ULIAAU8A,2.0,0.0,6400.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZSKV8ENA5J9PLVES,2.0,0.0,8898.0,3.0,1.0,2.0,1.0,2.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0
_IECDM77QXBJSSZQ,2.0,0.0,7049.0,3.0,1.0,1.0,1.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RXBFXF1EZ-K2S2CG,1.0,0.0,7562.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F71XR0V9PWUINLK8,2.0,0.0,7497.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
PLMGSADCNAJN0IN4,2.0,0.0,6477.0,3.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0GRWQLETAJRH4SY8,2.0,0.0,6435.0,2.0,1.0,1.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7TP26T4OFDG7DKR0,2.0,0.0,5725.0,3.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-TF8W_YZCOTK54BW,2.0,0.0,5112.0,5.0,1.0,1.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0
T8YULTT2WIROIEZY,2.0,0.0,7318.0,3.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
VUM2XAX8IAVW-OA4,1.0,0.0,7436.0,3.0,1.0,1.0,1.0,0.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0
-SGAUPPIS4CUGTPA,2.0,0.0,3543.0,2.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
UQLUX9M7G0HOLXOQ,2.0,0.0,4702.0,3.0,1.0,1.0,1.0,0.0,321.0,0.0,0.0,0.0,5.0,0.0,0.0
ZSGUXLAH_DEQN0NM,2.0,0.0,9472.0,3.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
ENGF_VZMDHWESZPO,2.0,0.0,4555.0,3.0,1.0,1.0,1.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
PAJGJRZVFGTIYJJY,2.0,0.0,8842.0,3.0,1.0,1.0,1.0,6.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
HCK3BTYE5KIJ7MKO,2.0,0.0,7975.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
NUA6VNKVYDFQTX9I,2.0,0.0,5766.0,3.0,1.0,1.0,1.0,33.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
VCMNYAIQHX_I4H8S,2.0,0.0,7944.0,4.0,1.0,1.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
XB44HJJ6MYJX6SOK,2.0,0.0,3158.0,3.0,1.0,1.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E3S3XLTDCMV-QURQ,2.0,0.0,8002.0,5.0,1.0,1.0,1.0,3.0,9.0,0.0,3.0,0.0,1.0,0.0,0.0
EDFHXUYT8UZHSFTO,2.0,0.0,8133.0,3.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0
TPRRMQGPROGG_Y0E,2.0,0.0,4661.0,3.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TATN39KJSTWK84-W,2.0,0.0,5391.0,3.0,1.0,1.0,1.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
N8ZK_1-IOGDH73VG,1.0,0.0,6740.0,6.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0NQGT8UKZMUNPXNG,2.0,0.0,7519.0,4.0,0.0,1.0,1.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IGP0LHYWFOYN29VK,2.0,0.0,5865.0,3.0,0.0,1.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J9N8VBZEW3IAJAVE,2.0,0.0,8315.0,6.0,0.0,1.0,1.0,0.0,11.0,0.0,0.0,0.0,2.0,0.0,0.0
HGK-MJQ-FP2JHQHK,1.0,0.0,6791.0,4.0,0.0,1.0,1.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
IKUGWRYGOSBVYVIM,2.0,0.0,9451.0,2.0,0.0,1.0,1.0,2.0,11.0,0.0,2.0,0.0,2.0,0.0,0.0
3CNCOK6KHJ-XJQNU,2.0,0.0,4914.0,3.0,0.0,2.0,1.0,1.0,11.0,0.0,2.0,0.0,0.0,0.0,1.0
B9WI2635ACBDQ13W,3.0,0.0,4269.0,3.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
YSN5SYRAZ3UEPEJY,2.0,0.0,5868.0,3.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
UIWAIESSJLPQSJJS,2.0,0.0,5474.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3QB2FTEKFWXYI0YS,2.0,0.0,5151.0,3.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
IR6ELLSHJ1Z19UTO,2.0,0.0,6831.0,4.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LCUSHEMII1UXXRKM,2.0,0.0,9560.0,4.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
23-I7ROE1FMJZRB4,2.0,0.0,6797.0,3.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UDLDZG6X0Y8BAVVU,2.0,0.0,7791.0,3.0,0.0,1.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9Y-RFRUIEXSRDIME,2.0,0.0,5710.0,6.0,0.0,2.0,1.0,4.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
2YDRWRSVUCJASZ5I,2.0,0.0,8631.0,4.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
WS7ZDB-EWTKDQQYG,2.0,0.0,8339.0,3.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KLJ1XWLNPWU9YI2O,2.0,0.0,4675.0,5.0,0.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Z7GKUYPBZAB3A-WG,3.0,0.0,4922.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UVZIIXS0RRWRTL-M,3.0,0.0,8520.0,5.0,1.0,1.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
HTDS8-DXZBZOBHUG,3.0,0.0,9562.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
RZI4ODNPL1TBWN24,4.0,0.0,1822.0,3.0,1.0,3.0,1.0,8.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
8NNIIQFXTF8HTA2M,3.0,0.0,6524.0,4.0,1.0,2.0,1.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
O7NZNAMPCXTTICCY,3.0,0.0,7247.0,3.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J6I145K75E_RLSLY,4.0,0.0,8057.0,2.0,1.0,1.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
4QI8CY0LUJ1X__64,3.0,0.0,4555.0,3.0,1.0,3.0,1.0,0.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0
MD7WLOTLK__IHKZG,3.0,0.0,3298.0,3.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0
FWPKHD4CXGEZTVLW,3.0,0.0,7469.0,2.0,1.0,1.0,1.0,164.0,11.0,0.0,1.0,0.0,0.0,0.0,0.0
M3E1NXLFZ3PMKFV0,3.0,0.0,1657.0,4.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IFBU70SE1AO54VLG,3.0,0.0,3355.0,3.0,1.0,2.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F0P0IGE_U2ZH23-Q,3.0,0.0,3759.0,5.0,1.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E9APNLBLYMLJYC-C,3.0,0.0,8680.0,4.0,1.0,1.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G872OW3WQ26OYMMW,4.0,0.0,3729.0,4.0,0.0,2.0,1.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRYPBRIACPYTAXXG,4.0,0.0,1669.0,5.0,0.0,1.0,2.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0
ZRCMXMF3C1JNLSWS,3.0,0.0,6167.0,3.0,0.0,1.0,1.0,0.0,27.0,0.0,0.0,0.0,1.0,0.0,0.0
YM--Y2IIXIEPPDX8,4.0,0.0,7975.0,4.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
TZFKGHNYPE84ZYJE,2.0,0.0,9458.0,4.0,0.0,1.0,1.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
3EWGB5ZOUD4KIV9G,3.0,0.0,9039.0,4.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HVW-9IBZL-W7OIJ4,3.0,0.0,3036.0,5.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CJ466HKKO407R79I,3.0,0.0,7734.0,5.0,0.0,1.0,1.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
H18_GBSBI64SUH8U,3.0,0.0,5675.0,4.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2JPVAVI7GNYCR3ZC,3.0,0.0,3911.0,4.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NG1SZ6_19R1SKOQA,3.0,0.0,8940.0,3.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AEUBKB48_5PLOTOA,3.0,0.0,3964.0,4.0,0.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
HWIX7QLSDYUV-UEG,3.0,0.0,839.0,5.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
DR0H9HMXMHCNFVPE,3.0,0.0,7588.0,2.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
8BQHTTYYDD66DHX0,3.0,0.0,9361.0,4.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
NNDVXZ630IDM0YCM,4.0,0.0,2978.0,3.0,0.0,2.0,1.0,5.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0
RZSHN40JVHOMBSLI,3.0,0.0,3428.0,3.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZOJIM6_1JWTFTR-E,3.0,0.0,7568.0,5.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
N5QQGQPYDRAU5Y6K,3.0,0.0,9158.0,6.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EJ2KVDPHVXJ9GH5Q,3.0,0.0,8668.0,3.0,0.0,1.0,1.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BCY9LBQIVO9ZSZUE,3.0,0.0,5019.0,6.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
BI0RCUG30_EQAC_S,4.0,0.0,2046.0,5.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
QMCWMAGUBX9DHXWO,3.0,0.0,6218.0,3.0,0.0,1.0,1.0,1.0,5.0,0.0,0.0,0.0,2.0,0.0,0.0
4OWXRLVJ6TRUSPLQ,3.0,0.0,4012.0,4.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-UNSFT1HILUW4IRS,1.0,0.0,8710.0,5.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
VLIFV-LCTYC8TCJK,1.0,0.0,9249.0,4.0,0.0,1.0,1.0,1.0,4.0,0.0,3.0,0.0,0.0,0.0,0.0
HTXJP1RHIGUPIFBS,4.0,0.0,2730.0,3.0,0.0,1.0,1.0,31.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
KU2XC4ZDL0GTE8TQ,2.0,0.0,6148.0,3.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FA_MO2WYJUNLF4PS,2.0,0.0,7446.0,2.0,1.0,1.0,1.0,9.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
WEKIZ297TBCGI2Z8,2.0,0.0,8440.0,4.0,1.0,1.0,1.0,2.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0
7VVR8F9C7OF1BIRQ,2.0,0.0,9386.0,4.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
2YFF5HQU80D-DQEM,2.0,0.0,5419.0,3.0,1.0,1.0,1.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
B6HRXT3M3DFG1SUG,2.0,0.0,4555.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZIFSGU3FLU3N9HNI,2.0,0.0,8219.0,2.0,1.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GJ8YU1GK-FLG8J0M,2.0,0.0,7337.0,5.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UVO6WOTZODDRIQI4,2.0,0.0,7427.0,3.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
9K8RYRY9HEVAIJOC,2.0,0.0,6340.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DKXIA6ASGA9-TCFE,2.0,0.0,9340.0,5.0,1.0,1.0,1.0,6.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0
QRJ6X8MCTNSU2TRE,2.0,0.0,4555.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E8R1DLVYJYOAREDE,2.0,0.0,7548.0,2.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SHMW-GDMGZQVNHNC,2.0,0.0,8798.0,4.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KMUCH2GZSBZ_TX1Y,2.0,0.0,6876.0,2.0,1.0,2.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0
VJ4EZHZNETI27P-K,2.0,0.0,8164.0,3.0,1.0,2.0,1.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
B78A4BY-PYQFRNT8,2.0,0.0,7481.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OXYJ4CVFVSQIWGO4,2.0,0.0,5649.0,4.0,1.0,1.0,1.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PUXFECB9GUWSK_PA,2.0,0.0,5620.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
I217QWLFWNZOHH6E,2.0,0.0,8672.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KU2EQN7DYR7JFUJG,2.0,0.0,9147.0,3.0,0.0,1.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52XGAYJ4PFFIST-0,1.0,0.0,8092.0,3.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GNAAN8_XCXOAUFRY,2.0,0.0,6585.0,3.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5SKM8GFEXQO2RE0S,1.0,0.0,7390.0,3.0,0.0,1.0,1.0,11.0,2.0,0.0,1.0,1.0,2.0,0.0,0.0
VA09-EZGXL-XYSK4,2.0,0.0,6838.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AZUGERLQ-Y3TFTDC,2.0,0.0,8132.0,2.0,0.0,1.0,1.0,3.0,0.0,0.0,9.0,1.0,0.0,0.0,0.0
T8V6KAGGPCO0WIF4,2.0,0.0,8440.0,4.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CZVY15Z0_ZW_NFYI,1.0,0.0,4555.0,4.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
HVZ0OH8T2UB72Y-0,2.0,0.0,9315.0,2.0,0.0,1.0,1.0,5.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0
QCKJEAZ2SBHA1XIQ,1.0,0.0,8738.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0
QZOO7YDXLEEDQOO0,2.0,0.0,5570.0,3.0,0.0,2.0,1.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VCJSWY_BB69KWFII,2.0,0.0,4555.0,5.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
R7QWVDKQ8RUI0DMU,2.0,0.0,7699.0,4.0,0.0,1.0,1.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
9H_3WX8BO2F5ZES4,2.0,0.0,7335.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
H_FSERR2XVSQWAZQ,2.0,0.0,8923.0,3.0,0.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NVLAG8JHNORUJGAS,2.0,0.0,8077.0,4.0,0.0,1.0,1.0,2.0,7.0,0.0,1.0,0.0,1.0,0.0,0.0
BWPA7VYUJ8U5TSSS,2.0,0.0,3059.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
_YQWSEUSGZVHTOR8,2.0,0.0,8660.0,3.0,0.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
LXGL6FEBMTRYVLLQ,2.0,0.0,2887.0,1.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0
YBN-HIMV18SHYCBY,1.0,0.0,7084.0,3.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
S0_WY4YUL15VJ2SE,2.0,0.0,3834.0,3.0,0.0,2.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0
WOW2ZLSMKDY6FX-W,2.0,0.0,6544.0,2.0,0.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2JDCXWKB5QMVOZAM,2.0,0.0,5857.0,3.0,0.0,1.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
JARNZKDPV7-PFF5S,2.0,0.0,7581.0,2.0,0.0,1.0,1.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
